PLAYER,PASSING_ATT,PASSING_ATT_HIGH,PASSING_ATT_LOW,PASSING_CMP,PASSING_CMP_HIGH,PASSING_CMP_LOW,PASSING_YDS,PASSING_YDS_HIGH,PASSING_YDS_LOW,PASSING_TDS,PASSING_TDS_HIGH,PASSING_TDS_LOW,PASSING_INTS,RUSHING_ATT,RUSHING_ATT_HIGH,RUSHING_ATT_LOW,RUSHING_YDS,RUSHING_YDS_HIGH,RUSHING_YDS_LOW,RUSHING_TDS,RUSHING_TDS_HIGH,RUSHING_TDS_LOW,MISC_FL,MISC_FPTS,MISC_FPTS_HIGH,MISC_FPTS_LOW,POSITION,SCRAPE_DATE,DATA_TYPE,RECEIVING_REC,RECEIVING_REC_HIGH,RECEIVING_REC_LOW,RECEIVING_YDS,RECEIVING_YDS_HIGH,RECEIVING_YDS_LOW,RECEIVING_TDS,RECEIVING_TDS_HIGH,RECEIVING_TDS_LOW,MISC_FL_HIGH,MISC_FL_LOW,FG,FG_HIGH,FG_LOW,FGA,FGA_HIGH,FGA_LOW,XPT,XPT_HIGH,XPT_LOW,FPTS,FPTS_HIGH,FPTS_LOW,FPTS_ENVELOPE_WIDTH,SACK,SACK_HIGH,SACK_LOW,INT,INT_HIGH,INT_LOW,FR,FR_HIGH,FR_LOW,FF,FF_HIGH,FF_LOW,TD,TD_HIGH,TD_LOW,SAFETY,SAFETY_HIGH,SAFETY_LOW,PA,PA_HIGH,PA_LOW,YDS_AGN
Gary Brightwell CIN,,,,,,,,,,,,,,8.0,16.1,0.0,33.7,67.4,0.0,0.2,0.4,0.0,,6.9,15.8,0.0,RB,2025-08-22 10:37:50,ENVELOPE,2.4,4.8,0.0,17.1,34.2,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Gray NYG,,,,,,,,,,,,,,11.9,23.8,0.0,42.7,99.2,0.0,0.2,0.5,0.0,,6.0,17.1,0.8,RB,2025-08-22 10:37:50,ENVELOPE,1.9,3.8,0.0,14.4,28.3,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jashaun Corbin ATL,,,,,,,,,,,,,,9.3,9.4,0.3,35.1,40.2,30.0,0.2,0.3,0.0,,5.7,7.7,4.7,RB,2025-08-22 10:37:50,ENVELOPE,1.5,2.1,1.0,10.6,14.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Luepke DAL,,,,,,,,,,,,,,4.2,6.2,2.2,14.5,26.2,8.0,0.1,0.2,0.0,,4.8,9.2,3.8,RB,2025-08-22 10:37:50,ENVELOPE,3.9,5.0,2.1,26.7,34.0,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeeJay Dallas ARI,,,,,,,,,,,,,,5.8,7.2,4.5,22.2,30.7,16.0,0.1,0.2,0.0,,4.4,9.9,0.8,RB,2025-08-22 10:37:50,ENVELOPE,3.2,4.3,2.1,21.4,28.8,13.5,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Sermon PIT,,,,,,,,,,,,,,5.0,10.0,0.0,20.8,41.4,0.0,0.1,0.2,0.0,,3.9,11.0,0.0,RB,2025-08-22 10:37:50,ENVELOPE,1.6,3.9,0.0,11.5,27.4,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zonovan Knight ARI,,,,,,,,,,,,,,2.4,4.8,0.0,10.1,20.1,0.0,0.1,0.2,0.0,,3.6,9.4,0.0,RB,2025-08-22 10:37:50,ENVELOPE,2.1,4.2,0.0,15.3,30.6,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Dotson ATL,,,,,,,,,,,,,,2.6,5.1,0.0,10.9,21.7,0.0,0.1,0.2,0.0,,3.5,9.0,0.0,RB,2025-08-22 10:37:50,ENVELOPE,2.0,3.9,0.0,14.1,28.2,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velus Jones Jr. NO,,,,,,,,,,,,,,2.4,4.8,0.0,10.4,20.9,0.0,0.1,0.2,0.0,,3.4,8.4,0.0,RB,2025-08-22 10:37:50,ENVELOPE,1.9,3.9,0.0,13.5,27.0,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell Jennings NE,,,,,,,,,,,,,,2.4,4.8,0.0,10.1,20.1,0.0,,,,,3.3,8.5,0.0,RB,2025-08-22 10:37:50,ENVELOPE,1.9,3.9,0.0,14.6,29.2,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel Abanikanda GB,,,,,,,,,,,,,,2.4,4.9,0.0,10.2,20.5,0.0,0.1,0.2,0.0,,2.7,6.5,0.0,RB,2025-08-22 10:37:50,ENVELOPE,1.0,1.9,0.0,7.3,14.6,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jase McClellan TB,,,,,,,,,,,,,,,,,17.0,34.0,0.0,,,,,2.4,6.8,0.0,RB,2025-08-22 10:37:50,ENVELOPE,1.0,2.0,0.0,7.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Laube LV,,,,,,,,,,,,,,,,,10.0,20.0,0.0,,,,,2.1,7.2,1.2,RB,2025-08-22 10:37:50,ENVELOPE,1.5,3.0,0.0,11.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbie Ouzts SEA,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.0,0.0,RB,2025-08-22 10:37:50,ENVELOPE,2.0,2.0,0.0,14.8,14.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Washington Jr. ATL,,,,,,,,,,,,,,,,,15.0,30.0,0.0,,,,,1.9,4.7,0.0,RB,2025-08-22 10:37:50,ENVELOPE,0.5,1.0,0.0,3.5,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Matlock LAC,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.9,0.9,RB,2025-08-22 10:37:50,ENVELOPE,2.2,2.2,0.2,14.7,14.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raheim Sanders LAC,,,,,,,,,,,,,,,,,10.5,21.0,0.0,,,,,1.8,5.6,0.0,RB,2025-08-22 10:37:50,ENVELOPE,1.0,2.0,0.0,7.5,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Badie DEN,,,,,,,,,,,,,,,,,10.5,21.0,0.0,,,,,1.4,3.8,0.0,RB,2025-08-22 10:37:50,ENVELOPE,0.5,1.0,0.0,3.5,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Mafah DAL,,,,,,,,,,,,,,,,,10.5,21.0,0.0,,,,,1.4,3.8,0.0,RB,2025-08-22 10:37:50,ENVELOPE,0.5,1.0,0.0,3.5,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trayveon Williams CLE,,,,,,,,,,,,,,1.2,2.4,0.0,5.1,10.2,0.0,,,,,1.4,3.7,0.0,RB,2025-08-22 10:37:50,ENVELOPE,1.0,1.9,0.0,7.0,14.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Holani SEA,,,,,,,,,,,,,,,,,8.5,17.0,0.0,,,,,1.2,3.4,0.0,RB,2025-08-22 10:37:50,ENVELOPE,0.5,1.0,0.0,3.5,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Ernest Johnson BAL,,,,,,,,,,,,,,,,,8.5,17.0,0.0,,,,,1.2,3.4,0.0,RB,2025-08-22 10:37:50,ENVELOPE,0.5,1.0,0.0,3.5,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avery Williams PHI,,,,,,,,,,,,,,1.4,2.8,0.0,5.7,12.0,0.0,,,,,1.0,6.6,0.2,RB,2025-08-22 10:37:50,ENVELOPE,1.6,3.7,0.0,10.9,25.7,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keilan Robinson PHI,,,,,,,,,,,,,,,,,2.0,4.0,0.0,,,,,0.9,3.8,0.0,RB,2025-08-22 10:37:50,ENVELOPE,1.0,2.0,0.0,7.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sione Vaki DET,,,,,,,,,,,,,,,,,4.5,9.0,0.0,,,,,0.8,2.6,0.0,RB,2025-08-22 10:37:50,ENVELOPE,0.5,1.0,0.0,3.5,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaMycal Hasty NE,,,,,,,,,,,,,,,,,4.0,8.0,0.0,,,,,0.8,2.5,0.0,RB,2025-08-22 10:37:50,ENVELOPE,0.5,1.0,0.0,3.5,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myles Gaskin BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyheim Miller-Hines LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Boone MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Beck NYJ,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakob Johnson HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ke'Shawn Vaughn SF,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvon Ahmed IND,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Gilliam BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Ward NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermar Jefferson TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demetric Felton Jr. WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kene Nwangwu NYJ,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaret Patterson LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deon Jackson DET,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Prentice DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrion Davis-Price GB,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keaontay Ingram KC,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brittain Brown CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Davis DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Hull PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lew Nichols III PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deneric Prince NE,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben VanSumeren PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brady Russell SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owen Wright TB,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathon Brooks CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawhar Jordan HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante Miller NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Watson DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Saylors DET,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Wiley KC,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Brooks HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Schrader LAR,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Shampklin MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall Milton CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Collier LV,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan Edwards NYJ,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Kiner WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,RB,2025-08-22 10:37:50,ENVELOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja'Marr Chase CIN,,,,,,,,,,,,,,1.6,3.6,0.0,12.7,23.0,0.0,,,,,232.2,328.3,221.9,WR,2025-08-22 10:37:53,ENVELOPE,120.7,137.0,113.0,1586.3,1747.8,1490.0,12.2,14.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Jefferson MIN,,,,,,,,,,,,,,0.5,2.0,0.0,2.2,6.0,0.0,,,,,202.5,298.3,186.9,WR,2025-08-22 10:37:53,ENVELOPE,105.2,116.3,92.0,1459.5,1600.0,1329.0,9.6,11.4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CeeDee Lamb DAL,,,,,,,,,,,,,,9.2,14.0,4.4,59.3,81.0,22.5,0.3,1.0,0.0,1.0,192.2,300.5,172.7,WR,2025-08-22 10:37:53,ENVELOPE,110.9,118.0,99.0,1385.8,1466.9,1239.0,8.0,8.8,7.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puka Nacua LAR,,,,,,,,,,,,,,10.7,14.0,4.5,61.2,77.1,23.1,0.6,1.0,0.0,,186.2,274.2,172.8,WR,2025-08-22 10:37:53,ENVELOPE,104.9,110.0,97.0,1362.7,1461.3,1237.0,6.9,8.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Nabers NYG,,,,,,,,,,,,,,2.6,6.0,0.0,12.2,35.0,0.0,,,,,183.9,274.5,168.3,WR,2025-08-22 10:37:53,ENVELOPE,107.0,116.0,99.0,1344.1,1421.6,1230.0,8.2,11.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nico Collins HOU,,,,,,,,,,,,,,,,,1.6,6.0,0.0,,,,,183.5,274.1,174.5,WR,2025-08-22 10:37:53,ENVELOPE,92.1,98.7,84.0,1311.7,1369.0,1265.0,8.9,11.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Thomas Jr. JAC,,,,,,,,,,,,,,3.8,6.0,0.0,24.9,46.0,0.0,,,,,182.7,274.3,162.9,WR,2025-08-22 10:37:53,ENVELOPE,91.9,99.0,81.0,1298.2,1437.0,1114.0,8.6,12.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amon-Ra St. Brown DET,,,,,,,,,,,,,,1.9,4.8,0.0,12.6,30.9,0.0,0.1,0.3,0.0,,178.9,273.7,173.4,WR,2025-08-22 10:37:53,ENVELOPE,110.3,116.8,105.0,1263.2,1326.1,1215.0,8.8,10.7,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Brown PHI,,,,,,,,,,,,,,,,,,,,,,,,172.7,253.0,160.3,WR,2025-08-22 10:37:53,ENVELOPE,84.9,92.4,76.0,1243.7,1341.3,1123.0,8.4,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drake London ATL,,,,,,,,,,,,,,0.3,1.0,0.0,2.0,11.0,-1.0,,,,,171.5,268.6,159.7,WR,2025-08-22 10:37:53,ENVELOPE,95.9,102.2,91.0,1232.7,1393.7,1155.0,8.2,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyreek Hill MIA,,,,,,,,,,,,,,7.2,8.1,4.7,40.5,49.7,24.7,0.1,0.4,0.0,,168.3,268.6,155.0,WR,2025-08-22 10:37:53,ENVELOPE,94.2,103.3,87.0,1182.7,1241.0,1107.0,7.7,8.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Evans TB,,,,,,,,,,,,,,,,,,,,,,,,165.8,229.3,155.0,WR,2025-08-22 10:37:53,ENVELOPE,79.7,88.2,73.0,1071.6,1150.0,1016.7,9.9,11.8,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladd McConkey LAC,,,,,,,,,,,,,,,,,1.4,7.0,0.0,,,,,163.9,240.1,157.5,WR,2025-08-22 10:37:53,ENVELOPE,90.5,95.6,86.0,1209.5,1305.8,1114.0,7.4,8.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tee Higgins CIN,,,,,,,,,,,,,,,,,,,,,,,,161.7,233.7,136.9,WR,2025-08-22 10:37:53,ENVELOPE,86.6,94.8,72.0,1099.9,1221.5,889.0,8.9,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davante Adams LAR,,,,,,,,,,,,,,0.3,1.0,0.0,,,,,,,,159.1,232.0,141.6,WR,2025-08-22 10:37:53,ENVELOPE,85.2,95.0,81.0,1100.3,1315.0,979.5,8.3,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry McLaurin WAS,,,,,,,,,,,,,,1.1,2.2,0.0,4.8,12.8,0.0,,,,,158.9,231.7,150.8,WR,2025-08-22 10:37:53,ENVELOPE,83.2,91.0,77.0,1110.0,1151.2,1066.0,8.2,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK Metcalf PIT,,,,,,,,,,,,,,,,,1.2,6.0,0.0,,,,,154.9,234.7,150.8,WR,2025-08-22 10:37:53,ENVELOPE,77.8,81.6,73.0,1138.0,1179.8,1088.0,7.3,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Harrison Jr. ARI,,,,,,,,,,,,,,,,,3.2,16.0,0.0,,,,,153.0,232.8,137.8,WR,2025-08-22 10:37:53,ENVELOPE,78.9,90.9,68.0,1089.6,1174.5,1000.0,7.6,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaxon Smith-Njigba SEA,,,,,,,,,,,,,,2.7,6.6,0.0,20.7,42.0,0.0,,,,,150.8,220.0,144.0,WR,2025-08-22 10:37:53,ENVELOPE,93.7,103.6,84.0,1102.6,1196.1,978.0,6.6,7.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Worthy KC,,,,,,,,,,,,,,15.4,28.0,0.0,84.4,134.0,0.0,1.3,3.0,0.0,,147.8,207.2,135.0,WR,2025-08-22 10:37:53,ENVELOPE,72.0,77.7,68.0,894.9,1008.1,832.0,7.2,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zay Flowers BAL,,,,,,,,,,,,,,8.2,10.4,5.5,48.4,63.0,28.1,0.1,0.5,0.0,,145.8,196.2,133.0,WR,2025-08-22 10:37:53,ENVELOPE,75.9,85.0,70.0,1034.4,1077.7,919.0,6.3,7.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtland Sutton DEN,,,,,,,,,,,,,,,,,0.2,1.0,0.0,,,,,144.4,215.3,132.0,WR,2025-08-22 10:37:53,ENVELOPE,76.7,79.0,75.0,1017.9,1039.0,1003.0,7.4,8.7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ Moore CHI,,,,,,,,,,,,,,9.5,12.0,8.0,53.8,67.0,46.0,0.1,0.3,0.0,,143.7,216.5,45.0,WR,2025-08-22 10:37:53,ENVELOPE,87.1,95.0,80.0,1013.4,1067.0,909.1,6.3,8.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jameson Williams DET,,,,,,,,,,,,,,7.4,10.0,4.9,63.4,114.0,25.2,0.8,1.0,0.2,,143.2,208.0,135.0,WR,2025-08-22 10:37:53,ENVELOPE,60.8,65.7,53.0,963.5,1083.3,887.1,6.1,7.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Wilson NYJ,,,,,,,,,,,,,,1.9,4.7,0.0,13.5,37.0,0.0,,,,,143.0,231.0,127.0,WR,2025-08-22 10:37:53,ENVELOPE,90.5,101.0,85.0,1083.8,1156.8,1022.0,6.0,6.5,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Ridley TEN,,,,,,,,,,,,,,5.6,8.3,0.0,33.4,49.9,0.0,0.3,1.0,0.0,,141.7,209.1,127.0,WR,2025-08-22 10:37:53,ENVELOPE,70.1,73.1,64.0,1025.2,1105.2,977.0,6.0,7.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Pickens DAL,,,,,,,,,,,,,,1.0,2.1,0.0,6.2,16.0,0.0,,,,,138.7,213.9,132.0,WR,2025-08-22 10:37:53,ENVELOPE,69.2,72.0,61.0,1012.6,1062.0,942.0,6.4,7.5,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVonta Smith PHI,,,,,,,,,,,,,,0.3,1.0,0.0,1.2,5.0,0.0,,,,,137.6,211.0,134.7,WR,2025-08-22 10:37:53,ENVELOPE,81.2,88.2,76.0,977.0,997.1,955.0,6.8,9.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Jeudy CLE,,,,,,,,,,,,,,0.3,1.0,0.0,4.8,18.0,0.0,,,,,133.9,206.8,124.0,WR,2025-08-22 10:37:53,ENVELOPE,81.3,91.3,77.0,1096.9,1216.0,1000.0,4.1,5.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deebo Samuel Sr. WAS,,,,,,,,,,,,,,29.2,49.0,10.1,124.2,189.0,52.2,1.2,2.0,0.5,,131.2,193.5,118.0,WR,2025-08-22 10:37:53,ENVELOPE,64.8,71.9,60.0,830.1,921.9,734.0,5.1,5.6,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetairoa McMillan CAR,,,,,,,,,,,,,,0.5,2.0,0.0,7.4,27.0,0.0,,,,,129.3,217.0,112.0,WR,2025-08-22 10:37:53,ENVELOPE,73.9,83.0,63.7,962.2,1067.0,814.5,5.8,7.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
