PLAYER,PASSING_ATT,PASSING_ATT_HIGH,PASSING_ATT_LOW,PASSING_CMP,PASSING_CMP_HIGH,PASSING_CMP_LOW,PASSING_YDS,PASSING_YDS_HIGH,PASSING_YDS_LOW,PASSING_TDS,PASSING_TDS_HIGH,PASSING_TDS_LOW,PASSING_INTS,RUSHING_ATT,RUSHING_ATT_HIGH,RUSHING_ATT_LOW,RUSHING_YDS,RUSHING_YDS_HIGH,RUSHING_YDS_LOW,RUSHING_TDS,RUSHING_TDS_HIGH,RUSHING_TDS_LOW,MISC_FL,MISC_FPTS,MISC_FPTS_HIGH,MISC_FPTS_LOW,POSITION,SCRAPE_DATE,DATA_TYPE,RECEIVING_REC,RECEIVING_REC_HIGH,RECEIVING_REC_LOW,RECEIVING_YDS,RECEIVING_YDS_HIGH,RECEIVING_YDS_LOW,RECEIVING_TDS,RECEIVING_TDS_HIGH,RECEIVING_TDS_LOW,MISC_FL_HIGH,MISC_FL_LOW,FG,FG_HIGH,FG_LOW,FGA,FGA_HIGH,FGA_LOW,XPT,XPT_HIGH,XPT_LOW,FPTS,FPTS_HIGH,FPTS_LOW,FPTS_ENVELOPE_WIDTH,SACK,SACK_HIGH,SACK_LOW,INT,INT_HIGH,INT_LOW,FR,FR_HIGH,FR_LOW,FF,FF_HIGH,FF_LOW,TD,TD_HIGH,TD_LOW,SAFETY,SAFETY_HIGH,SAFETY_LOW,PA,PA_HIGH,PA_LOW,YDS_AGN
Jakobi Meyers LV,,,,,,,,,,,,,,1.2,3.0,0.0,8.9,21.0,0.0,,,,,128.3,199.7,126.0,WR,2025-08-22 10:37:53,ENVELOPE,82.3,87.9,79.0,964.6,994.4,910.0,5.3,6.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Waddle MIA,,,,,,,,,,,,,,2.5,4.0,0.0,16.1,23.4,0.0,0.1,0.3,0.0,,126.6,207.3,109.0,WR,2025-08-22 10:37:53,ENVELOPE,75.5,87.5,68.0,965.5,1080.1,873.2,4.9,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Golden GB,,,,,,,,,,,,,,0.5,2.0,0.0,9.4,33.0,0.0,,,,,124.3,197.3,110.0,WR,2025-08-22 10:37:53,ENVELOPE,64.1,68.5,56.0,891.4,957.3,817.7,6.0,6.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jauan Jennings SF,,,,,,,,,,,,,,3.6,14.5,0.0,15.7,73.3,0.0,0.1,0.5,0.0,,121.8,174.5,108.0,WR,2025-08-22 10:37:53,ENVELOPE,67.8,73.3,63.0,892.9,994.7,830.0,5.2,6.3,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Hunter JAC,,,,,,,,,,,,,,3.8,9.0,0.0,21.7,45.9,0.0,0.1,0.3,0.0,,121.5,195.7,107.5,WR,2025-08-22 10:37:53,ENVELOPE,68.5,79.7,61.0,890.2,966.6,775.0,5.2,6.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rome Odunze CHI,,,,,,,,,,,,,,1.3,3.0,0.0,8.0,17.0,0.0,,,,,119.8,192.1,104.0,WR,2025-08-22 10:37:53,ENVELOPE,65.7,71.8,61.0,885.5,1013.6,805.0,5.4,7.2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Olave NO,,,,,,,,,,,,,,0.3,1.0,0.0,2.8,9.0,0.0,,,,,118.5,205.2,94.0,WR,2025-08-22 10:37:53,ENVELOPE,76.5,82.8,69.0,945.6,1007.3,879.0,4.4,5.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keon Coleman BUF,,,,,,,,,,,,,,0.3,1.0,0.0,3.8,9.0,0.0,,,,,118.5,156.5,108.0,WR,2025-08-22 10:37:53,ENVELOPE,52.4,60.9,44.0,824.7,896.0,739.0,6.1,7.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Reed GB,,,,,,,,,,,,,,11.8,17.0,0.0,93.5,141.0,0.0,0.7,1.0,0.0,,118.0,169.3,109.6,WR,2025-08-22 10:37:53,ENVELOPE,55.3,62.5,49.0,741.0,830.1,695.0,5.3,6.4,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashid Shaheed NO,,,,,,,,,,,,,,7.7,12.0,4.8,47.4,84.0,24.6,0.1,0.3,0.0,,117.7,173.4,102.0,WR,2025-08-22 10:37:53,ENVELOPE,57.6,65.4,48.0,859.7,925.2,802.0,4.8,5.3,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashee Rice KC,,,,,,,,,,,,,,1.1,3.0,0.0,4.5,11.0,0.0,,,,,117.4,204.7,115.5,WR,2025-08-22 10:37:53,ENVELOPE,70.9,77.0,60.7,831.9,866.0,764.0,5.8,7.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefon Diggs NE,,,,,,,,,,,,,,1.3,3.0,0.0,6.9,13.3,0.0,0.2,1.0,0.0,,117.2,183.6,105.0,WR,2025-08-22 10:37:53,ENVELOPE,77.6,83.1,70.0,853.1,923.6,765.0,5.1,6.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Pearsall SF,,,,,,,,,,,,,,7.0,9.7,4.4,53.4,69.0,28.6,0.3,1.0,0.0,,116.1,177.5,16.2,WR,2025-08-22 10:37:53,ENVELOPE,59.6,65.0,45.9,804.5,927.8,602.6,4.9,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Addison MIN,,,,,,,,,,,,,,0.9,2.0,0.0,8.9,18.0,0.0,0.2,1.0,0.0,,115.9,177.7,114.0,WR,2025-08-22 10:37:53,ENVELOPE,60.6,64.0,55.0,785.5,839.0,728.8,6.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Pittman Jr. IND,,,,,,,,,,,,,,0.3,1.0,0.0,2.0,5.0,0.0,,,,,112.5,169.0,109.5,WR,2025-08-22 10:37:53,ENVELOPE,78.4,86.7,68.0,887.8,995.0,785.0,4.2,5.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper Kupp SEA,,,,,,,,,,,,,,1.3,3.0,0.0,9.0,16.0,0.0,,,,,112.4,163.4,105.0,WR,2025-08-22 10:37:53,ENVELOPE,72.5,79.0,65.0,805.1,922.3,688.0,5.3,6.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Godwin TB,,,,,,,,,,,,,,1.2,2.0,0.0,7.5,12.0,0.0,,,,,111.4,132.2,109.0,WR,2025-08-22 10:37:53,ENVELOPE,69.6,74.0,63.2,802.0,872.0,717.8,5.2,5.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emeka Egbuka TB,,,,,,,,,,,,,,1.6,4.5,0.0,11.5,27.5,0.0,,,,,110.4,181.4,110.1,WR,2025-08-22 10:37:53,ENVELOPE,61.6,68.0,50.6,780.8,898.0,590.8,5.5,6.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalil Shakir BUF,,,,,,,,,,,,,,0.3,1.0,0.0,3.0,11.0,0.0,,,,,110.0,172.6,99.0,WR,2025-08-22 10:37:53,ENVELOPE,71.9,82.9,65.4,814.1,943.8,771.0,4.9,5.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darnell Mooney ATL,,,,,,,,,,,,,,,,,1.5,5.0,0.0,,,,,109.4,147.8,103.0,WR,2025-08-22 10:37:53,ENVELOPE,58.6,62.0,53.0,830.9,956.0,723.0,4.5,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Mims Jr. DEN,,,,,,,,,,,,,,11.9,21.8,0.0,49.4,108.5,0.0,0.1,0.6,0.0,,106.8,162.9,86.0,WR,2025-08-22 10:37:53,ENVELOPE,52.9,68.0,43.6,699.2,915.6,571.0,5.4,6.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Downs IND,,,,,,,,,,,,,,0.3,1.0,0.0,5.8,17.0,0.0,,,,,103.7,164.6,102.7,WR,2025-08-22 10:37:53,ENVELOPE,69.2,74.9,65.0,770.1,824.0,692.8,4.5,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashod Bateman BAL,,,,,,,,,,,,,,,,,0.6,3.0,0.0,,,,,101.8,141.9,90.3,WR,2025-08-22 10:37:53,ENVELOPE,45.6,49.0,43.2,686.4,793.0,610.9,5.6,8.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquise Brown KC,,,,,,,,,,,,,,0.3,1.0,0.0,2.0,8.0,0.0,,,,,94.9,146.0,73.0,WR,2025-08-22 10:37:53,ENVELOPE,55.2,59.0,50.0,681.2,761.3,644.0,4.5,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedric Tillman CLE,,,,,,,,,,,,,,0.7,2.0,0.0,0.8,7.0,-4.0,,,,,92.4,142.8,78.0,WR,2025-08-22 10:37:53,ENVELOPE,56.1,63.8,51.0,703.7,843.2,610.0,4.0,5.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keenan Allen LAC,,,,,,,,,,,,,,0.3,1.0,0.0,2.0,6.0,0.0,,,,,91.8,125.2,7.0,WR,2025-08-22 10:37:53,ENVELOPE,55.6,70.9,46.6,640.5,824.5,513.4,4.8,6.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Thielen CAR,,,,,,,,,,,,,,,,,1.8,5.0,0.0,,,,,91.0,140.5,4.9,WR,2025-08-22 10:37:53,ENVELOPE,61.5,73.1,54.8,656.5,708.9,609.0,4.4,6.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Higgins HOU,,,,,,,,,,,,,,0.7,2.0,0.0,4.0,10.0,0.0,,,,,89.6,163.3,72.0,WR,2025-08-22 10:37:53,ENVELOPE,50.6,57.0,41.8,671.8,768.5,505.8,3.8,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Kirk HOU,,,,,,,,,,,,,,0.7,2.0,0.0,4.0,9.0,0.0,,,,,89.1,127.2,87.2,WR,2025-08-22 10:37:53,ENVELOPE,53.0,65.0,46.6,684.3,886.0,563.0,3.7,4.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Legette CAR,,,,,,,,,,,,,,6.2,7.9,4.6,28.9,47.3,20.0,0.1,0.3,0.0,,86.9,123.9,81.0,WR,2025-08-22 10:37:53,ENVELOPE,54.5,61.9,39.0,617.0,699.9,485.0,3.8,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romeo Doubs GB,,,,,,,,,,,,,,,,,0.5,2.0,0.0,,,,,82.2,114.0,81.0,WR,2025-08-22 10:37:53,ENVELOPE,45.2,53.0,39.1,575.0,735.0,480.6,4.3,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wan'Dale Robinson NYG,,,,,,,,,,,,,,2.0,4.0,0.0,15.6,26.0,0.0,,,,,81.9,139.9,3.2,WR,2025-08-22 10:37:53,ENVELOPE,69.4,84.0,61.5,625.4,691.0,550.6,3.1,4.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Palmer BUF,,,,,,,,,,,,,,,,,0.5,2.0,0.0,,,,,79.9,147.6,69.8,WR,2025-08-22 10:37:53,ENVELOPE,42.0,48.0,33.5,589.1,696.0,484.6,3.5,5.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Aiyuk SF,,,,,,,,,,,,,,,,,0.8,3.0,0.0,,,,,79.7,129.0,75.4,WR,2025-08-22 10:37:53,ENVELOPE,40.0,48.0,31.0,611.6,739.0,498.4,3.2,4.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeMario Douglas NE,,,,,,,,,,,,,,2.1,4.0,0.0,15.9,26.0,0.0,,,,,79.0,140.3,9.0,WR,2025-08-22 10:37:53,ENVELOPE,55.7,67.0,41.5,589.0,655.0,448.6,3.1,4.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Lockett TEN,,,,,,,,,,,,,,,,,,,,,,,,78.4,154.2,65.0,WR,2025-08-22 10:37:53,ENVELOPE,49.6,71.9,35.0,577.5,866.8,389.0,3.5,5.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luther Burden III CHI,,,,,,,,,,,,,,3.6,4.6,2.0,27.2,47.0,12.0,0.4,1.0,0.0,,78.1,135.7,65.1,WR,2025-08-22 10:37:53,ENVELOPE,46.0,53.0,37.5,558.3,675.0,438.4,3.3,4.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Wilson ARI,,,,,,,,,,,,,,1.9,4.8,0.0,8.9,24.8,0.0,0.1,0.2,0.0,,76.4,122.7,69.3,WR,2025-08-22 10:37:53,ENVELOPE,43.8,48.0,35.6,524.4,601.0,442.1,3.9,6.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Pierce IND,,,,,,,,,,,,,,,,,,,,,,,,74.6,109.0,46.5,WR,2025-08-22 10:37:53,ENVELOPE,31.3,36.0,24.4,539.3,820.0,335.1,3.5,6.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre' Harris LAC,,,,,,,,,,,,,,0.7,2.0,0.0,3.8,10.0,0.0,,,,,73.9,135.6,57.0,WR,2025-08-22 10:37:53,ENVELOPE,40.8,48.0,36.0,544.3,651.0,501.0,3.4,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Austin III PIT,,,,,,,,,,,,,,2.3,5.0,0.0,11.8,25.4,0.0,0.1,0.2,0.0,,73.7,101.0,56.8,WR,2025-08-22 10:37:53,ENVELOPE,39.6,49.0,32.7,529.1,751.0,400.0,3.4,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quentin Johnston LAC,,,,,,,,,,,,,,1.7,3.0,0.0,7.2,12.0,0.0,,,,,70.7,106.0,61.7,WR,2025-08-22 10:37:53,ENVELOPE,34.9,52.0,26.4,458.0,671.0,335.0,4.1,8.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray-Ray McCloud III ATL,,,,,,,,,,,,,,7.5,9.3,5.1,52.8,75.0,27.0,0.2,0.4,0.0,,67.9,107.2,64.0,WR,2025-08-22 10:37:53,ENVELOPE,44.4,52.1,31.0,486.5,607.8,315.0,2.6,3.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Bech LV,,,,,,,,,,,,,,1.0,2.0,0.0,4.3,8.0,0.0,,,,,67.6,91.5,62.2,WR,2025-08-22 10:37:53,ENVELOPE,41.7,54.0,34.0,518.6,685.0,390.0,2.8,3.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyami Brown JAC,,,,,,,,,,,,,,0.7,2.0,0.0,6.8,16.0,0.0,,,,,67.0,130.6,45.0,WR,2025-08-22 10:37:53,ENVELOPE,39.2,46.0,33.0,504.4,595.0,427.0,2.8,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Slayton NYG,,,,,,,,,,,,,,1.4,2.1,0.0,6.4,13.0,0.0,,,,,66.3,117.5,56.0,WR,2025-08-22 10:37:53,ENVELOPE,34.1,40.0,26.0,513.3,595.0,377.7,2.4,3.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Reynolds NYJ,,,,,,,,,,,,,,,,,,,,,,,,65.5,91.4,0.0,WR,2025-08-22 10:37:53,ENVELOPE,36.5,41.6,29.0,479.4,520.8,431.0,3.0,3.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tutu Atwell LAR,,,,,,,,,,,,,,4.3,4.5,4.0,20.2,25.9,15.0,0.1,0.2,0.0,,65.2,90.8,62.0,WR,2025-08-22 10:37:53,ENVELOPE,39.1,43.0,34.0,497.2,594.0,431.0,2.2,2.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Westbrook-Ikhine MIA,,,,,,,,,,,,,,,,,1.3,5.0,0.0,,,,,64.7,87.8,59.0,WR,2025-08-22 10:37:53,ENVELOPE,31.4,36.0,26.0,427.5,500.0,331.3,3.7,5.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAndre Hopkins BAL,,,,,,,,,,,,,,,,,0.5,2.0,0.0,,,,,64.6,87.3,57.0,WR,2025-08-22 10:37:53,ENVELOPE,32.0,34.0,29.4,412.7,532.0,341.6,3.9,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Williams NE,,,,,,,,,,,,,,2.1,2.3,2.0,13.3,14.0,12.0,,,,,62.1,101.4,45.0,WR,2025-08-22 10:37:53,ENVELOPE,35.5,47.0,25.6,454.5,570.0,313.4,2.7,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Tolbert DAL,,,,,,,,,,,,,,,,,,,,,,,,61.4,85.0,45.9,WR,2025-08-22 10:37:53,ENVELOPE,34.6,46.0,26.3,404.1,570.0,309.1,3.5,6.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Nailor MIN,,,,,,,,,,,,,,1.8,3.0,0.0,4.1,13.3,-3.0,,,,,59.1,84.9,38.2,WR,2025-08-22 10:37:53,ENVELOPE,29.2,34.0,20.4,382.1,526.0,241.1,3.5,6.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Tucker LV,,,,,,,,,,,,,,5.6,9.0,0.0,31.5,52.0,0.0,0.3,1.0,0.0,,58.1,76.4,51.2,WR,2025-08-22 10:37:53,ENVELOPE,30.9,42.0,19.0,397.1,522.0,235.0,2.2,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Franklin DEN,,,,,,,,,,,,,,1.1,2.2,0.0,6.1,13.3,0.0,,,,,57.9,107.8,37.6,WR,2025-08-22 10:37:53,ENVELOPE,30.9,39.1,17.6,386.0,473.0,248.4,3.1,4.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrei Iosivas CIN,,,,,,,,,,,,,,,,,,,,,,,,56.8,85.5,45.4,WR,2025-08-22 10:37:53,ENVELOPE,30.4,33.0,25.8,365.6,431.0,302.8,3.4,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandin Cooks NO,,,,,,,,,,,,,,1.7,5.0,0.0,3.8,9.0,0.0,,,,,56.8,72.2,53.6,WR,2025-08-22 10:37:53,ENVELOPE,35.4,44.0,21.0,403.4,494.9,260.0,2.7,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Whittington LAR,,,,,,,,,,,,,,1.1,2.2,0.0,13.9,28.0,0.0,,,,,55.6,107.0,37.7,WR,2025-08-22 10:37:53,ENVELOPE,34.1,41.0,21.1,397.7,493.1,248.1,2.4,3.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diontae Johnson CLE,,,,,,,,,,,,,,,,,2.3,7.0,0.0,,,,,55.4,110.7,20.6,WR,2025-08-22 10:37:53,ENVELOPE,34.9,47.1,12.6,429.2,646.1,151.4,2.2,3.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquez Valdes-Scantling SEA,,,,,,,,,,,,,,2.7,7.0,0.0,10.4,35.8,0.0,0.1,0.3,0.0,,54.8,98.9,20.0,WR,2025-08-22 10:37:53,ENVELOPE,23.9,35.5,8.1,394.1,555.2,146.2,2.3,3.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tory Horton SEA,,,,,,,,,,,,,,1.0,2.0,0.0,8.7,17.0,0.0,,,,,54.3,85.2,27.6,WR,2025-08-22 10:37:53,ENVELOPE,33.4,52.0,16.1,424.9,676.0,203.6,2.1,3.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Coker CAR,,,,,,,,,,,,,,,,,2.3,8.0,0.0,,,,,53.8,100.3,39.6,WR,2025-08-22 10:37:53,ENVELOPE,31.8,40.0,24.9,416.6,596.0,295.5,2.0,3.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dontayvion Wicks GB,,,,,,,,,,,,,,,,,1.3,5.0,0.0,,,,,52.8,90.8,16.4,WR,2025-08-22 10:37:53,ENVELOPE,27.4,38.0,8.3,346.2,474.7,114.2,3.0,5.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Brown WAS,,,,,,,,,,,,,,,,,,,,,,,,51.8,74.0,46.3,WR,2025-08-22 10:37:53,ENVELOPE,31.8,38.0,27.0,406.5,504.0,350.0,1.9,2.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Watson GB,,,,,,,,,,,,,,4.3,6.0,2.6,17.0,35.0,0.0,,,,,51.6,87.0,31.0,WR,2025-08-22 10:37:53,ENVELOPE,19.9,36.0,10.0,366.6,723.0,150.0,2.3,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adonai Mitchell IND,,,,,,,,,,,,,,2.9,4.6,0.0,9.5,27.1,0.0,0.1,0.2,0.0,,50.7,80.3,43.0,WR,2025-08-22 10:37:53,ENVELOPE,28.4,30.0,27.2,372.7,423.0,305.5,2.2,2.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Bryant DEN,,,,,,,,,,,,,,,,,,,,,,,,49.9,90.5,42.5,WR,2025-08-22 10:37:53,ENVELOPE,28.6,33.0,24.1,344.9,395.0,294.8,2.6,3.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dont'e Thornton Jr. LV,,,,,,,,,,,,,,,,,2.0,6.0,0.0,,,,,49.8,97.6,40.6,WR,2025-08-22 10:37:53,ENVELOPE,28.0,32.0,25.9,369.3,470.0,316.8,2.1,3.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kayshon Boutte NE,,,,,,,,,,,,,,,,,,,,,,,,49.4,92.7,31.6,WR,2025-08-22 10:37:53,ENVELOPE,26.8,32.0,18.8,359.5,435.0,242.8,2.3,3.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elic Ayomanor TEN,,,,,,,,,,,,,,,,,7.5,15.0,0.0,,,,,47.4,100.1,31.9,WR,2025-08-22 10:37:53,ENVELOPE,28.6,37.0,20.3,336.3,436.0,236.6,2.2,3.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.J. Osborn WAS,,,,,,,,,,,,,,,,,,,,,,,,45.7,59.0,9.0,WR,2025-08-22 10:37:53,ENVELOPE,28.1,28.1,8.1,311.3,311.3,11.3,2.4,2.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Samuel BUF,,,,,,,,,,,,,,6.6,10.0,4.8,29.3,43.0,23.4,0.1,0.2,0.0,,45.5,62.6,29.2,WR,2025-08-22 10:37:53,ENVELOPE,27.0,42.0,17.2,272.4,415.0,167.3,2.5,4.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen Lazard NYJ,,,,,,,,,,,,,,,,,,,,,,,,45.2,60.0,36.2,WR,2025-08-22 10:37:53,ENVELOPE,24.6,33.0,13.0,318.9,452.0,172.0,2.2,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylin Noel HOU,,,,,,,,,,,,,,,,,13.0,26.0,0.0,,,,,44.7,85.5,35.2,WR,2025-08-22 10:37:53,ENVELOPE,25.5,30.0,20.9,304.3,349.0,259.6,2.2,3.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Miller BAL,,,,,,,,,,,,,,,,,,,,,,,,43.3,55.4,5.3,WR,2025-08-22 10:37:53,ENVELOPE,25.4,25.4,5.4,278.0,278.0,78.0,2.6,2.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Dortch ARI,,,,,,,,,,,,,,4.8,5.0,4.5,30.6,37.0,25.0,0.1,0.2,0.0,,43.2,83.2,32.4,WR,2025-08-22 10:37:53,ENVELOPE,28.0,40.0,15.0,278.2,389.0,150.0,2.1,4.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Jefferson TEN,,,,,,,,,,,,,,,,,,,,,,,,41.0,82.3,31.1,WR,2025-08-22 10:37:53,ENVELOPE,23.5,37.3,12.0,300.4,484.5,131.0,1.9,2.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Wilson PIT,,,,,,,,,,,,,,,,,,,,,,,,40.7,86.7,31.4,WR,2025-08-22 10:37:53,ENVELOPE,22.9,29.0,19.2,290.3,397.0,234.8,2.0,3.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Washington MIA,,,,,,,,,,,,,,2.0,4.0,0.0,13.8,24.5,0.0,0.1,0.2,0.0,,40.4,78.5,35.5,WR,2025-08-22 10:37:53,ENVELOPE,27.5,32.7,19.8,289.0,337.6,221.3,1.8,2.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devaughn Vele NO,,,,,,,,,,,,,,,,,1.7,5.0,0.0,,,,,37.9,81.0,34.4,WR,2025-08-22 10:37:53,ENVELOPE,25.1,33.0,20.0,268.2,355.0,215.6,1.9,2.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Patrick DET,,,,,,,,,,,,,,,,,,,,,,,,37.4,58.2,31.5,WR,2025-08-22 10:37:53,ENVELOPE,20.5,22.6,17.8,256.5,298.7,218.9,2.0,2.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen McMillan TB,,,,,,,,,,,,,,1.4,3.0,0.0,11.0,29.0,0.0,,,,,36.8,58.7,20.6,WR,2025-08-22 10:37:53,ENVELOPE,18.1,22.0,9.8,227.2,284.0,124.6,2.3,4.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KaVontae Turpin DAL,,,,,,,,,,,,,,8.4,12.5,4.4,58.5,77.0,22.4,0.5,1.0,0.2,,36.5,88.2,10.1,WR,2025-08-22 10:37:53,ENVELOPE,17.0,27.0,3.5,206.0,315.0,39.9,1.4,2.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
