simulation,pick_number,player_name,position,espn_rank
47,83,Cooper Kupp,WR,75
47,84,Chris Olave,WR,77
47,85,Matthew Golden,WR,74
47,86,Bo Nix,QB,87
47,87,Joe Mixon,RB,82
47,88,Deebo Samuel Sr.,WR,79
48,1,Derrick Henry,RB,11
48,2,Justin Jefferson,WR,3
48,3,Ja'Marr Chase,WR,1
48,4,Saquon Barkley,RB,4
48,6,Christian McCaffrey,RB,7
48,7,Jahmyr Gibbs,RB,5
48,8,Nico Collins,WR,13
48,9,Malik Nabers,WR,9
48,10,CeeDee Lamb,WR,6
48,11,Ashton Jeanty,RB,12
48,12,Bucky Irving,RB,23
48,13,Puka Nacua,WR,8
48,14,Jonathan Taylor,RB,17
48,15,Bijan Robinson,RB,2
48,16,Josh Allen,QB,28
48,17,Brian Thomas Jr.,WR,14
48,18,De'Von Achane,RB,18
48,19,Brock Bowers,TE,20
48,20,Jayden Daniels,QB,30
48,21,Amon-Ra St. Brown,WR,10
48,22,A.J. Brown,WR,15
48,23,Ladd McConkey,WR,27
48,25,Trey McBride,TE,21
48,26,Tee Higgins,WR,24
48,27,Josh Jacobs,RB,19
48,28,James Cook,RB,33
48,29,Drake London,WR,16
48,30,Jalen Hurts,QB,31
48,31,Kyren Williams,RB,22
48,32,Tyreek Hill,WR,25
48,34,Chase Brown,RB,32
48,35,TreVeyon Henderson,RB,44
48,36,Mike Evans,WR,35
48,37,Davante Adams,WR,26
48,38,Omarion Hampton,RB,37
48,39,Lamar Jackson,QB,29
48,40,Terry McLaurin,WR,34
48,41,James Conner,RB,43
48,42,Zay Flowers,WR,50
48,43,Courtland Sutton,WR,53
48,44,Chuba Hubbard,RB,41
48,45,Jaxon Smith-Njigba,WR,36
48,46,Kenneth Walker III,RB,38
48,47,D'Andre Swift,RB,52
48,48,George Kittle,TE,40
48,49,Joe Burrow,QB,39
48,50,Marvin Harrison Jr.,WR,47
48,51,Breece Hall,RB,45
48,53,DK Metcalf,WR,49
48,54,Calvin Ridley,WR,51
48,55,DJ Moore,WR,54
48,56,Garrett Wilson,WR,48
48,57,George Pickens,WR,58
48,58,Xavier Worthy,WR,46
48,59,Alvin Kamara,RB,42
48,60,Rashee Rice,WR,55
48,62,Sam LaPorta,TE,61
48,63,Tetairoa McMillan,WR,64
48,64,Jameson Williams,WR,56
48,65,Travis Hunter,WR,66
48,66,Rome Odunze,WR,60
48,67,Matthew Golden,WR,74
48,68,DeVonta Smith,WR,57
48,69,Jerry Jeudy,WR,65
48,70,Baker Mayfield,QB,63
48,71,Cooper Kupp,WR,75
48,72,Kaleb Johnson,RB,80
48,73,David Montgomery,RB,67
48,74,RJ Harvey,RB,72
48,75,Jaylen Waddle,WR,59
48,76,Tony Pollard,RB,68
48,77,David Njoku,TE,85
48,78,Patrick Mahomes,QB,62
48,79,Joe Mixon,RB,82
48,81,T.J. Hockenson,TE,69
48,82,Aaron Jones,RB,71
48,83,Chris Godwin,WR,73
48,84,Tucker Kraft,TE,86
48,85,Isiah Pacheco,RB,70
48,86,Tyrone Tracy Jr.,RB,81
48,87,Chris Olave,WR,77
48,88,Jordan Addison,WR,78
49,1,Ja'Marr Chase,WR,1
49,2,Drake London,WR,16
49,3,CeeDee Lamb,WR,6
49,4,Bijan Robinson,RB,2
49,6,Saquon Barkley,RB,4
49,7,Josh Jacobs,RB,19
49,8,Puka Nacua,WR,8
49,9,Derrick Henry,RB,11
49,10,Brian Thomas Jr.,WR,14
49,11,Ashton Jeanty,RB,12
49,12,Brock Bowers,TE,20
49,13,De'Von Achane,RB,18
49,14,Justin Jefferson,WR,3
49,15,Jahmyr Gibbs,RB,5
49,16,Trey McBride,TE,21
49,17,Malik Nabers,WR,9
49,18,Christian McCaffrey,RB,7
49,19,Amon-Ra St. Brown,WR,10
49,20,Nico Collins,WR,13
49,21,A.J. Brown,WR,15
49,22,Bucky Irving,RB,23
49,23,Lamar Jackson,QB,29
49,25,Josh Allen,QB,28
49,26,Jonathan Taylor,RB,17
49,27,Jayden Daniels,QB,30
49,28,Jalen Hurts,QB,31
49,29,James Cook,RB,33
49,30,Kyren Williams,RB,22
49,31,Ladd McConkey,WR,27
49,32,Davante Adams,WR,26
49,34,Chase Brown,RB,32
49,35,Alvin Kamara,RB,42
49,36,Joe Burrow,QB,39
49,37,Terry McLaurin,WR,34
49,38,Jaxon Smith-Njigba,WR,36
49,39,DK Metcalf,WR,49
49,40,James Conner,RB,43
49,41,Tyreek Hill,WR,25
49,42,Garrett Wilson,WR,48
49,43,Omarion Hampton,RB,37
49,44,Kenneth Walker III,RB,38
49,45,Tee Higgins,WR,24
49,46,Chuba Hubbard,RB,41
49,47,Breece Hall,RB,45
49,48,George Kittle,TE,40
49,49,Mike Evans,WR,35
49,50,TreVeyon Henderson,RB,44
49,51,Zay Flowers,WR,50
49,53,D'Andre Swift,RB,52
49,54,Jameson Williams,WR,56
49,55,Calvin Ridley,WR,51
49,56,Courtland Sutton,WR,53
49,57,Xavier Worthy,WR,46
49,58,Marvin Harrison Jr.,WR,47
49,59,Rashee Rice,WR,55
49,60,DeVonta Smith,WR,57
49,62,DJ Moore,WR,54
49,63,George Pickens,WR,58
49,64,Sam LaPorta,TE,61
49,65,RJ Harvey,RB,72
49,66,Jerry Jeudy,WR,65
49,67,Jaylen Waddle,WR,59
49,68,Chris Godwin,WR,73
49,69,Rome Odunze,WR,60
49,70,Baker Mayfield,QB,63
49,71,Travis Hunter,WR,66
49,72,Patrick Mahomes,QB,62
49,73,Tetairoa McMillan,WR,64
49,74,Tony Pollard,RB,68
49,75,Isiah Pacheco,RB,70
49,76,Cooper Kupp,WR,75
49,77,David Montgomery,RB,67
49,78,Aaron Jones,RB,71
49,79,David Njoku,TE,85
49,81,Mark Andrews,TE,83
49,82,Chris Olave,WR,77
49,83,T.J. Hockenson,TE,69
49,84,Jaylen Warren,RB,91
49,85,Tucker Kraft,TE,86
49,86,Quinshon Judkins,RB,92
49,87,Brock Purdy,QB,89
49,88,Jordan Addison,WR,78
